Date,prec_point,swq,tmean_point,tmax_point,tmin_point,prec_ref,swe,tmean_ref,tmax_ref,tmin_ref
1995-08-30,0.0,0.0,13.760610416666667,20.3668,7.83899,,65.4,48.92,53.04,0.0
1995-08-31,0.0,0.0,17.436604166666665,23.7431,11.5019,,72.61,48.92,61.28,0.0
1995-09-01,0.0,0.0,19.246779166666666,25.4751,14.4004,,78.79,58.19,67.46,0.0
1995-09-02,0.0,0.0,20.8038875,27.754,16.1987,,82.91,58.19,68.49,0.0
1995-09-03,0.000447605359817,0.0,18.17817833333333,24.0802,9.91538,,80.85,50.98,62.31,0.0
1995-09-04,0.0317496892708072,0.0,9.479955416666668,13.9695,7.12886,,56.13,46.86,49.95,0.0
1995-09-05,0.2024255534829682,0.0,9.346014166666667,13.8814,6.53008,,56.13,44.8,47.89,0.0
1995-09-06,0.1356555878602771,0.0,10.795472083333332,16.4579,7.12231,,60.25,44.8,49.95,0.0
1995-09-07,0.0221381832538251,0.0,10.293273333333333,15.968,6.52911,,53.04,46.86,48.92,0.0
1995-09-08,0.0,0.0,14.173021666666665,19.9064,8.6004,,65.4,47.89,56.13,0.0
1995-09-09,0.0,0.0,17.002279166666664,23.3735,11.6314,,73.64,55.1,62.31,0.0
1995-09-10,0.0,0.0,17.092245833333333,22.3577,12.2539,,71.58,53.04,60.25,0.0
1995-09-11,0.0,0.0,14.371931666666667,19.7582,9.49779,,65.4,49.95,56.13,0.0
1995-09-12,0.0,0.0,15.837270833333333,21.7487,11.3124,,68.49,50.98,58.19,0.0
1995-09-13,0.0,0.0,19.276879166666667,25.0998,14.3327,,78.79,53.04,65.4,0.0
1995-09-14,0.001610892602165,0.0,20.592966666666666,25.5298,16.723,,80.85,59.22,68.49,0.0
1995-09-15,0.0,0.0,18.985454166666667,23.9017,14.891,,76.73,57.16,64.37,0.0
1995-09-16,0.0,0.0,17.828279166666665,23.521,12.0135,,72.61,52.01,60.25,0.0
1995-09-17,1.9654301951900002e-05,0.0,12.181764999999999,17.1161,8.05004,,52.01,47.89,49.95,0.0
1995-09-18,0.0008823705552199999,0.0,10.27252125,14.8832,5.88081,,53.04,46.86,48.92,0.0
1995-09-19,0.0,0.0,13.242245833333333,18.2841,9.0672,,63.34,46.86,53.04,0.0
1995-09-20,0.0,0.0,13.960215833333335,20.5864,9.88223,,65.4,49.95,57.16,0.0
1995-09-21,0.0,0.0,13.35994625,21.3848,7.39713,,69.52,46.86,57.16,0.0
1995-09-22,0.0,0.0,16.607879166666667,24.0488,10.6097,,76.73,55.1,62.31,0.0
1995-09-23,0.0,0.0,17.854558333333333,23.6276,13.3091,,74.67,57.16,63.34,0.0
1995-09-24,0.018696737261587,0.0,15.4653875,21.9519,10.2258,,73.64,49.95,59.22,0.0
1995-09-25,0.09387673561466969,0.0,9.677261666666666,12.8249,7.16755,,53.04,44.8,47.89,0.0
1995-09-26,0.19175507925634827,0.0,8.102831666666667,11.2859,6.27453,,53.04,43.77,46.86,0.0
1995-09-27,2.44917035404734,0.0,7.8223375,9.54034,7.03336,,47.89,43.77,45.83,0.0
1995-09-28,0.939474181725233,0.0,6.43576125,8.3842,4.61169,,45.83,41.71,43.77,0.0
1995-09-29,0.5975898225802196,0.0,6.40439125,9.76412,3.73212,,50.98,41.71,44.8,0.0
1995-09-30,1.529704493362815,0.0,5.2075466666666665,6.72743,3.121,,45.83,35.53,41.71,0.0
1995-10-01,0.0206871229426939,0.0,5.421607916666667,10.7255,2.03194,0.2,48.92,37.59,42.74,0.0
1995-10-02,0.549217795002646,0.0,5.747032083333333,6.82604,4.70894,2.1,49.95,39.65,45.83,0.0
1995-10-03,0.34913044238860486,0.0,3.9091191666666667,6.26149,2.68102,1.6,43.77,36.56,38.62,0.0
1995-10-04,0.0024571841615244,0.0,4.588926666666667,9.10677,2.18436,0.3,49.95,36.56,40.68,0.0
1995-10-05,0.035199776881885,0.0,7.795380833333334,11.3442,5.18884,0.0,56.13,41.71,46.86,0.0
1995-10-06,0.717802201392507,0.0,3.8937166666666667,6.6298,2.36383,0.5,46.86,38.62,40.68,0.0
1995-10-07,0.0301268486306942,0.0,5.008152083333333,7.82085,3.16967,0.2,46.86,38.62,41.71,0.0
1995-10-08,0.9268007248815701,0.0,3.9744654166666664,5.02019,3.1866,0.5,42.74,37.59,40.68,0.0
1995-10-09,0.28930918264419714,0.0,4.081317916666666,5.72665,2.52456,1.2,42.74,37.59,39.65,0.0
1995-10-10,2.5733979250672,0.0,6.316971666666666,7.36468,4.56717,3.6,45.83,35.53,41.71,0.0
1995-10-11,1.42434680064292,0.0,2.9463741666666667,4.38744,1.74522,0.8,40.68,34.5,36.56,0.0
1995-10-12,0.0929454710172989,0.0,2.5170164583333334,5.226,0.382805,0.4,40.68,33.47,36.56,0.0
1995-10-13,0.0010494633619855,0.0,5.6345095,10.2944,0.476988,0.1,52.01,35.53,43.77,0.0
1995-10-14,0.0020901117979511,0.0,10.261899583333333,15.9102,5.63085,0.5,68.49,47.89,54.07,0.0
1995-10-15,0.8171418730673968,0.0,10.944633333333334,17.2471,6.10022,0.7,65.4,42.74,53.04,0.0
1995-10-16,0.620089249021242,0.0,5.702716666666666,6.95419,4.49046,1.7,43.77,39.65,41.71,0.0
1995-10-17,3.54005722265349,0.0,4.37378625,5.49769,2.27076,1.2,44.8,34.5,39.65,0.0
1995-10-18,0.0076203968315475,0.0,1.8749765833333332,4.18555,0.438875,0.0,45.83,34.5,38.62,0.0
