,prec_point,swq,tmean_point,tmax_point,tmin_point,prec_ref,swe,tmean_ref,tmax_ref,tmin_ref
1995-10-01,0.01973217577741641,0.0,4.421610416666667,9.72552,1.03194,0.2,0.0,5.966666666666668,9.4,3.1055555555555574
1995-10-02,0.523118334845953,0.0,4.747032083333333,5.82604,3.70894,2.1,0.0,7.683333333333333,9.972222222222223,4.249999999999999
1995-10-03,0.3325167149526299,0.0,2.9091187499999998,5.26148,1.68102,1.6,0.0,3.677777777777776,6.5388888888888905,2.5333333333333345
1995-10-04,0.0023773766381134,0.0,3.588926666666667,8.10677,1.18436,0.3,0.0,4.822222222222222,9.972222222222223,2.5333333333333345
1995-10-05,0.03350115437014115,0.0,6.795381250000001,10.3442,4.18884,0.0,0.0,8.255555555555555,13.405555555555557,5.394444444444445
1995-10-06,0.6835947423299379,0.0,2.89371625,5.62979,1.36383,0.5,0.0,4.822222222222222,8.255555555555555,3.677777777777776
1995-10-07,0.02874442003693907,0.0,4.008151666666667,6.82084,2.16967,0.2,0.0,5.394444444444445,8.255555555555555,3.677777777777776
1995-10-08,0.8826346581185209,0.0,2.9744658333333334,4.02019,2.1866,0.5,0.0,4.822222222222222,5.966666666666668,3.1055555555555574
1995-10-09,0.2755522698257044,0.0,3.0813179166666664,4.72665,1.52456,1.2,0.0,4.249999999999999,5.966666666666668,3.1055555555555574
1995-10-10,2.4508432919586,0.0,5.31697125,6.36468,3.56717,3.6,0.0,5.394444444444445,7.683333333333333,1.961111111111112
1995-10-11,1.35652601992523,0.0,1.9463741666666667,3.38744,0.745215,0.8,0.0,2.5333333333333345,4.822222222222222,1.3888888888888888
1995-10-12,0.08852175168557837,0.0,1.51701625,4.226,-0.617195,0.4,0.0,2.5333333333333345,4.822222222222222,0.816666666666666
1995-10-13,0.00105653050359703,0.0,4.634507416666667,9.29438,-0.523012,0.1,0.0,6.5388888888888905,11.116666666666664,1.961111111111112
1995-10-14,0.00202020052397856,0.0,9.261899583333333,14.9102,4.63085,0.5,0.0,12.261111111111113,20.272222222222226,8.827777777777778
1995-10-15,0.778251952606221,0.0,9.944635416666666,16.2471,5.10022,0.7,0.0,11.688888888888888,18.55555555555556,5.966666666666668
1995-10-16,0.590567880323806,0.0,4.702716666666666,5.95419,3.49046,1.7,0.0,5.394444444444445,6.5388888888888905,4.249999999999999
1995-10-17,3.3714670725597404,0.0,3.37378625,4.49769,1.27076,1.2,0.0,4.249999999999999,7.11111111111111,1.3888888888888888
1995-10-18,0.007306272398140871,0.00010932094157920835,0.8749770166666666,3.18555,-0.561125,0.0,0.0,3.677777777777776,7.683333333333333,1.3888888888888888
1995-10-19,0.0034118232203362996,0.0,5.065145416666667,8.81167,1.45158,0.0,0.0,9.4,12.261111111111113,6.5388888888888905
1995-10-20,1.1115189595321187,0.0002826412287416667,2.478468625,6.70617,0.110629,0.6,0.0,4.822222222222222,11.116666666666664,2.5333333333333345
1995-10-21,0.29092502974903756,0.12733102512354583,-0.6352825032916667,1.02611,-2.91763,0.8,0.0,0.816666666666666,2.5333333333333345,-0.9000000000000006
1995-10-22,4.7729159632e-05,0.06858327686434583,0.7483169583333334,5.24808,-2.94314,0.0,0.0,1.961111111111112,5.966666666666668,-0.9000000000000006
1995-10-23,0.10197884849374532,0.011181572639095833,1.5149195416666668,5.26839,-0.608894,0.3,0.0,4.822222222222222,8.827777777777778,1.3888888888888888
1995-10-24,0.012749424815788045,0.0327661072606175,-0.35156670416666663,1.53844,-2.02831,0.0,0.0,1.961111111111112,4.249999999999999,0.816666666666666
1995-10-25,0.873494764206603,0.00022870706247812503,1.8443426250000001,5.52472,-1.27325,1.8,0.0,3.1055555555555574,5.966666666666668,1.3888888888888888
1995-10-26,0.3566147535561149,0.00012955756668020835,1.0680317916666666,3.31607,-0.776874,0.8,0.0,1.961111111111112,3.1055555555555574,0.2444444444444432
1995-10-27,0.010724376261632494,0.0009207736763513749,-1.8109917083333336,-0.328198,-3.99804,0.1,0.0,0.816666666666666,3.677777777777776,-0.9000000000000006
1995-10-28,0.0,0.006921089695391666,-1.2487337916666668,3.61897,-3.8116,0.0,0.0,0.816666666666666,3.677777777777776,-1.4722222222222214
1995-10-29,0.0,0.003649026904856667,-1.9575735416666669,3.20767,-5.11553,0.0,0.0,1.3888888888888888,5.966666666666668,-1.4722222222222214
1995-10-30,0.0,0.0,-2.202545333333333,3.56009,-4.99856,0.0,0.0,0.2444444444444432,4.822222222222222,-2.0444444444444443
1995-10-31,0.0,0.0,-3.2834178333333335,2.68592,-6.44194,0.0,0.0,-0.9000000000000006,3.1055555555555574,-3.188888888888888
1995-11-01,0.0,0.0,-3.880259,1.57715,-7.20123,0.0,0.0,-1.4722222222222214,1.961111111111112,-4.333333333333333
1995-11-02,1.039050954788e-05,3.0794301733900834e-06,-1.2501104166666666,3.94938,-4.74925,0.0,0.0,-0.3277777777777777,4.822222222222222,-2.0444444444444443
1995-11-03,0.0,0.0,1.1745238541666667,6.40988,-2.42889,0.0,0.0,2.5333333333333345,8.255555555555555,-2.0444444444444443
1995-11-04,0.3051821698376528,0.08101636592729167,0.09843379166666666,2.83398,-3.26063,0.7,0.0,2.5333333333333345,7.11111111111111,-2.0444444444444443
1995-11-05,0.41125322995064,0.3525497638675833,-2.220948208333333,-0.975327,-3.4311,1.0,0.7,-0.9000000000000006,-0.3277777777777777,-2.616666666666667
1995-11-06,0.27488460735611175,0.7905046919641667,-2.5530708333333334,-1.31979,-3.40035,0.5,1.6,-1.4722222222222214,1.961111111111112,-4.333333333333333
