Date,prec_point,swq,tmean_point,tmax_point,tmin_point,prec_ref,swe,tmean_ref,tmax_ref,tmin_ref
1995-11-07,3.8504232209597005,0.3131872727955767,4.684636394166667,8.07761,0.00962536,6.3,44.8,30.38,40.68,2.0
1995-11-08,3.4761280440372637,0.022107590678250005,5.151734125,8.35239,-1.31241,3.4,45.83,28.32,39.65,0.4
1995-11-09,0.21824449462361697,0.2778853862785,-1.3892355,-0.506034,-2.30219,0.3,29.35,27.29,28.32,0.2
1995-11-10,0.6128190571425846,0.40180674584691667,-0.6517115,4.38045,-3.16078,1.5,42.74,26.26,31.41,0.2
1995-11-11,0.8526079321009481,0.0063661514035991676,3.995411666666667,6.58863,2.38861,1.4,44.8,34.5,38.62,0.0
1995-11-12,0.0362436692959803,0.00017378962796708335,0.934640575,2.58177,-0.567171,0.1,36.56,33.47,34.5,0.0
1995-11-13,2.5915511238463,0.0,6.164726791666666,9.89269,0.882933,2.6,47.89,35.53,44.8,0.0
1995-11-14,0.18997849802140437,0.0,9.055029166666666,11.055,7.80828,0.6,55.1,45.83,48.92,0.0
1995-11-15,1.063396209666714,0.0,7.497534583333334,8.66761,4.56152,1.0,54.07,39.65,44.8,0.0
1995-11-16,0.0085308523625633,0.0,4.7712104166666665,6.89421,2.57281,0.0,47.89,36.56,42.74,0.0
1995-11-17,0.832860176515906,0.0,7.045795833333333,8.36845,5.59676,0.5,53.04,41.71,47.89,0.0
1995-11-18,0.465073393265481,0.0,3.3994625000000003,8.53434,1.33968,0.5,36.56,36.56,36.56,0.0
1995-11-19,0.00027904857588300003,0.0,2.4671997500000002,5.38814,0.327157,0.1,39.65,39.65,39.65,0.0
1995-11-20,0.0,0.0,4.301148333333333,6.59071,2.20786,0.0,,,,0.0
1995-11-21,0.7041809479740421,0.0,6.08943,7.83006,5.01383,0.2,,,,0.0
1995-11-22,0.616622393999535,0.0,5.961250416666666,6.69491,5.22996,1.7,,,,0.0
1995-11-23,2.491387198891668,0.0,8.275217916666668,9.98742,6.38516,2.3,,,,0.0
1995-11-24,2.031835842860054,0.0,8.041224583333333,9.53468,6.46604,2.0,,,,0.0
1995-11-25,0.73575446423633,0.0,3.4618187500000004,6.20284,1.55662,0.3,,,,0.0
1995-11-26,1.22084028130064,0.0,1.253969875,1.75392,0.804956,1.6,,,,0.0
1995-11-27,1.72200145350233,0.0,1.0543039583333333,3.4837,0.242475,3.1,40.68,29.35,33.47,0.9
1995-11-28,8.560053047623,0.0,6.42769625,8.17371,3.73523,7.6,44.8,41.71,43.77,1.3
1995-11-29,5.010309882731231,0.0,6.879440416666667,7.95622,4.71221,3.6,44.8,36.56,41.71,0.3
1995-11-30,1.88882737035993,0.0,3.5267983333333333,4.83641,2.38659,1.6,35.53,30.38,33.47,0.1
1995-12-01,1.47818252262758,0.05168982778125833,1.06038035,3.22437,-0.615344,1.3,31.41,28.32,29.35,0.3
1995-12-02,0.7116031350528871,0.9505060907008333,-1.0662617083333334,-0.571544,-1.6778,0.3,29.35,25.23,26.26,1.4
1995-12-03,1.21513501837728,1.0434638180633333,0.2252935125,3.5521,-1.58509,1.2,36.56,26.26,29.35,1.6
1995-12-04,0.5038610412974138,1.1200801652104169,-4.0773980750000005,0.0680162,-7.69399,0.8,27.29,20.08,23.17,2.7
1995-12-05,0.000562410539922,1.1817637615116667,-4.475138208333333,-0.961917,-6.23635,0.6,28.32,18.02,21.11,3.5
1995-12-06,0.0001563483127745,1.1876166190029167,-3.799362908333333,0.0820403,-5.91321,0.3,30.38,18.02,24.2,4.1
1995-12-07,0.007346620266385401,1.1976563225870833,-6.875444166666667,-4.60111,-10.6207,0.0,29.35,15.96,22.14,4.4
1995-12-08,5.50556596513e-05,1.1675870806279167,-9.342978333333333,-7.44245,-10.7023,0.0,29.35,14.93,21.11,4.4
1995-12-09,2.251162589997221,1.3128501183875,-0.29713864999999995,4.37349,-7.32095,0.5,40.68,28.32,35.53,4.4
1995-12-10,3.800057957542,0.07684751525091667,5.434249583333333,6.82715,4.45058,0.6,45.83,37.59,40.68,3.7
1995-12-11,0.6820354107398678,0.0,4.656858333333333,7.02848,3.67013,0.5,43.77,36.56,38.62,2.2
1995-12-12,1.141200109948514,0.0,4.942672083333333,5.8044,3.30575,1.0,46.86,34.5,39.65,1.5
1995-12-13,0.71324241664676,0.0,2.4078862500000002,4.05755,1.29136,0.7,34.5,30.38,32.44,0.2
1995-12-14,1.5330158366076323,0.0,2.0139533333333333,2.9816,1.34989,0.9,35.53,29.35,31.41,0.1
1995-12-15,0.40664680069151604,0.0,1.0682035416666666,1.53286,0.793255,0.4,33.47,30.38,31.41,0.7
1995-12-16,0.026794755414042002,0.00017288741291295831,0.26024679666666667,1.72033,-0.778455,0.3,36.56,28.32,31.41,1.0
1995-12-17,0.9899621912722081,0.0,1.4562610791666666,2.94815,-0.691373,0.1,36.56,33.47,35.53,1.3
1995-12-18,1.106118370138243,0.0,2.2091712500000003,2.90795,1.16928,0.4,36.56,32.44,34.5,1.4
1995-12-19,0.00022527972795019998,0.0,0.753371,2.64903,-1.4116,0.0,38.62,31.41,33.47,1.0
1995-12-20,0.0006757724121609999,0.002721152896587125,-0.22644466666666666,1.79025,-1.71432,0.0,37.59,30.38,33.47,0.9
1995-12-21,0.000211352082634,0.0016432129936337502,-0.027453808333333347,1.96214,-1.16385,0.1,35.53,30.38,32.44,0.8
1995-12-22,0.0,0.0,0.2156215625,2.81448,-0.833027,0.0,36.56,29.35,32.44,0.8
1995-12-23,0.0,0.0,0.9598913583333334,3.49504,-0.613334,0.0,43.77,30.38,37.59,0.8
1995-12-24,0.0,0.0,1.5351821250000002,4.04835,0.339636,0.1,43.77,37.59,40.68,0.8
1995-12-25,0.0,0.0,0.7379425137500001,3.65278,-1.06859,0.0,41.71,33.47,36.56,0.7
1995-12-26,7.177925135919999e-05,0.0,0.5343359166666667,2.99819,-1.38842,0.0,44.8,35.53,39.65,0.6
1995-12-27,0.1317781704121421,0.0,1.752488875,2.49359,0.491523,0.1,42.74,32.44,38.62,0.6
1995-12-28,0.5547096466296616,0.0,1.4601684166666666,2.61507,0.312236,0.3,36.56,32.44,34.5,0.6
1995-12-29,1.70637813797913,0.0,3.716549166666667,5.40697,1.40702,1.7,38.62,30.38,35.53,0.5
1995-12-30,2.8328702699066004,0.0,5.2799875,6.9223,3.28486,1.5,38.62,31.41,35.53,0.3
1995-12-31,0.6490714686086401,0.0,2.4937291666666668,2.96077,2.05243,1.3,36.56,30.38,34.5,0.3
1996-01-01,0.2088732849568673,0.0,2.4536962499999997,4.07379,1.15993,0.2,38.62,33.47,35.53,0.1
1996-01-02,3.1715487744464372,0.0,5.107425833333333,6.39995,2.99088,1.6,40.68,34.5,39.65,0.2
1996-01-03,0.6986248654462,0.1056536800844525,0.6427413791666666,5.42288,-2.06573,2.0,36.56,28.32,31.41,0.2
1996-01-04,0.1033951902821915,0.36583464636949997,-3.2396345833333338,-1.7403,-6.02417,0.8,28.32,25.23,26.26,1.2
1996-01-05,0.2835469829578078,0.4295044970241667,-4.879947083333334,-1.28111,-7.06342,0.4,34.5,24.2,27.29,1.9
1996-01-06,3.668912611133,0.38523199936375,3.8017608125,6.37955,-0.634248,1.2,41.71,34.5,39.65,2.1
1996-01-07,2.9669173304809497,0.0,5.377330833333333,6.1066,4.04248,2.4,40.68,36.56,38.62,1.6
1996-01-08,0.33351740726465706,0.0,3.2518991666666666,4.27322,1.41577,0.0,39.65,34.5,36.56,0.4
1996-01-09,0.4303163574100776,0.0,2.590114041666667,4.9032,0.369917,0.7,40.68,31.41,35.53,0.1
1996-01-10,0.07078347956164101,0.0011451925475374999,0.8766270625,1.79061,-0.251877,0.3,34.5,30.38,32.44,0.2
1996-01-11,0.0110009270428596,0.0,3.079567916666667,5.51036,1.3532,0.0,46.86,31.41,38.62,0.0
1996-01-12,0.000440053387235,0.0,4.6414425,7.52839,1.70557,0.0,48.92,30.38,42.74,0.0
1996-01-13,1.5379139429140256,0.0,3.05318375,4.29331,1.54197,1.8,37.59,30.38,34.5,0.0
1996-01-14,3.5048936249250002,0.0,5.082889583333333,6.07347,3.98497,2.3,40.68,36.56,38.62,0.2
1996-01-15,1.68463341757557,0.0,3.2283646666666663,5.61696,0.166372,2.5,40.68,29.35,34.5,0.3
1996-01-16,0.1100322247717,0.04651249148812292,-3.0776049166666666,-0.208418,-5.55822,0.3,28.32,21.11,24.2,0.3
1996-01-17,0.036081513184794,0.14056764480412498,-5.6048254166666664,-3.58596,-7.68672,0.3,27.29,19.05,22.14,0.6
1996-01-18,0.32990515570774304,0.15580571077545835,-6.0152504166666665,-4.41693,-8.13936,0.4,26.26,16.99,23.17,0.9
1996-01-19,0.525954829291045,0.7676206572970834,-3.6607129166666668,-1.98262,-4.93344,0.2,26.26,21.11,23.17,0.9
1996-01-20,0.757039486753858,1.2374614621920834,-2.3287635833333336,-0.48413,-3.63351,1.0,30.38,24.2,27.29,1.1
1996-01-21,0.5485319891205,2.057650881472083,-2.199133208333333,-0.751879,-3.43986,0.7,28.32,22.14,25.23,2.0
1996-01-22,0.33383278042708436,2.2990850669645835,-4.381039166666667,-3.24193,-7.11168,0.4,25.23,22.14,23.17,2.7
1996-01-23,1.3987285899587,3.2358513208495836,-3.4077970833333335,-2.49788,-4.01501,1.4,26.26,24.2,24.2,3.1
1996-01-24,0.35469518759829005,4.1868280482875,-4.206651666666667,-3.61306,-5.13066,1.0,29.35,21.11,24.2,4.5
1996-01-25,0.09930158905589999,4.337786135054166,-5.41552875,-5.00106,-6.72923,0.4,28.32,19.05,21.11,5.5
1996-01-26,0.069227934233458,4.444098528420834,-6.222084583333333,-4.77177,-8.08196,1.1,29.35,18.02,21.11,5.9
1996-01-27,0.586285860294981,4.601501828641666,-6.468893749999999,-4.14321,-8.46487,0.7,29.35,13.9,19.05,7.0
1996-01-28,0.139469089880197,5.109461420525001,-8.927937083333333,-6.9582,-12.0776,0.9,21.11,11.84,16.99,7.7
1996-01-29,0.0348953457726104,5.2022075336,-14.569562500000002,-11.8381,-17.8424,0.0,21.11,4.63,10.81,8.6
1996-01-30,0.0,5.186262643100001,-13.732237500000002,-10.1142,-17.6069,0.0,18.02,3.6,9.78,8.6
1996-01-31,0.0,5.1285575594458335,-8.609997916666666,-5.51071,-11.2631,0.0,26.26,10.81,18.02,8.6
1996-02-01,0.0,5.0881933644208335,-8.74110125,-5.40294,-11.6358,0.0,31.41,12.87,20.08,8.6
1996-02-02,0.0,5.061840003733334,-10.025970416666667,-5.85109,-12.8833,0.0,29.35,11.84,21.11,8.6
1996-02-03,0.38575586248128163,5.057761917541666,-4.0651815000000004,0.55913,-8.96991,0.0,41.71,26.26,33.47,8.6
1996-02-04,0.709067970691773,5.141495558558334,2.259480375,3.33974,0.369813,0.5,49.95,33.47,39.65,8.6
1996-02-05,1.7449599619629101,2.73528887863,4.045149166666667,4.7941,3.23126,0.4,41.71,34.5,36.56,9.1
1996-02-06,3.6163946300174,0.15022980881434167,4.756496666666666,6.5058,2.5021,3.8,41.71,32.44,37.59,7.1
1996-02-07,1.7058932637015503,0.0,4.916812083333333,6.75709,3.23845,2.3,41.71,36.56,38.62,6.1
1996-02-08,3.4837962906978004,0.0,6.199236666666667,8.11495,2.29525,5.8,44.8,30.38,39.65,5.0
1996-02-09,0.1936602316237127,0.0139225124394125,-1.5830615833333335,2.07908,-4.53052,0.3,35.53,24.2,28.32,2.6
1996-02-10,0.0,0.00040295116903708335,0.06241541666666664,3.22885,-2.87416,0.3,48.92,28.32,40.68,2.6
1996-02-11,0.0,0.0,4.162684583333333,7.59049,1.58057,0.0,54.07,42.74,46.86,2.4
1996-02-12,0.0,0.0,6.547996250000001,10.3358,4.30515,0.0,63.34,45.83,53.04,2.4
1996-02-13,0.0,0.0,9.353640416666666,12.4555,7.10027,0.0,61.28,46.86,52.01,1.9
1996-02-14,0.0,0.0,8.57287875,12.5971,6.2383,0.0,62.31,44.8,49.95,1.3
1996-02-15,0.0,0.0,7.316064166666667,10.4606,5.64708,0.0,61.28,48.92,53.04,0.9
1996-02-16,0.13294137178830198,0.0,7.460161666666667,10.3734,5.51273,0.0,55.1,41.71,45.83,0.2
1996-02-17,1.3859161452447082,0.0,4.671188333333333,5.60586,3.45811,1.2,45.83,38.62,40.68,0.0
1996-02-18,0.567591333664509,0.0,4.08552625,5.23675,1.79046,0.9,40.68,30.38,36.56,0.0
1996-02-19,0.45914563258417695,0.0,1.8322372500000002,3.55144,0.744047,0.9,35.53,30.38,32.44,0.0
1996-02-20,0.9997556729386381,0.07929072523166666,1.5119507500000002,3.6603,-1.0116,0.8,39.65,25.23,32.44,0.7
1996-02-21,0.2078796233179281,0.5635819972475,-2.46031975,-0.376462,-5.9863,0.0,37.59,22.14,26.26,1.3
1996-02-22,0.5400508856036987,0.7162446453020834,-4.333002083333333,-1.95821,-8.10864,1.1,26.26,21.11,23.17,1.3
1996-02-23,0.3972582068421505,1.4694896386683332,-4.50949375,-2.5371,-7.55447,0.9,28.32,22.14,23.17,2.4
1996-02-24,0.0011343221479667,1.56835960675625,-6.172055833333334,-2.42043,-9.03778,0.0,32.44,18.02,23.17,3.3
1996-02-25,0.0010737744381056002,1.5749818216183333,-7.798654166666666,-3.66893,-10.6254,0.0,38.62,18.02,23.17,3.3
1996-02-26,0.0,1.5740272607354167,-9.76454375,-5.43962,-13.2897,0.1,35.53,15.96,20.08,3.3
1996-02-27,0.0,1.5682378875304166,-11.00428125,-8.03056,-13.1003,0.0,26.26,13.9,16.99,3.3
1996-02-28,0.0,1.5004912958291665,-8.65406375,-4.68996,-13.2593,0.0,29.35,13.9,21.11,3.1
1996-02-29,0.0,1.4202599532916667,-2.101303255,2.39761,-5.53348,0.0,47.89,20.08,32.44,3.1
1996-03-01,0.0,1.3850827689416667,0.297318275,4.22272,-2.18328,0.0,55.1,30.38,36.56,2.7
1996-03-02,0.0,1.2951826219704168,0.4338957333333333,4.39253,-2.59139,0.0,54.07,31.41,37.59,2.0
1996-03-03,1.5220445817461499,1.0166142136695415,1.691427225,3.17273,-0.159483,0.5,35.53,31.41,33.47,1.5
1996-03-04,0.627320406469372,0.10196150847125833,0.9981256666666667,3.23548,-0.777207,0.1,44.8,29.35,34.5,2.0
1996-03-05,0.43641740779125726,0.3518507805505,-0.42621537499999995,1.3514,-2.21738,0.2,36.56,27.29,30.38,1.9
1996-03-06,0.16014063371999,0.24706378170833332,0.6699092750000001,1.98253,-1.06515,0.4,35.53,29.35,31.41,2.0
1996-03-07,0.141877732913147,0.027218156101995832,1.7712040833333333,2.86981,0.518355,0.1,39.65,33.47,36.56,2.2
1996-03-08,0.010725060909639999,0.0,5.114733333333334,7.19585,3.03713,0.2,59.22,38.62,47.89,2.3
1996-03-09,0.16420288788211,0.0,6.5214475,9.01934,4.68369,0.3,52.01,40.68,45.83,1.3
1996-03-10,0.9031271019797104,0.0,4.0493825,4.71663,3.61855,0.6,46.86,39.65,40.68,0.4
1996-03-11,0.704479139079947,0.0,3.8878825,5.43675,3.11165,0.4,42.74,33.47,38.62,0.2
1996-03-12,0.0188817587394513,0.0,1.2842640416666666,3.19953,-1.20425,0.1,37.59,30.38,32.44,0.1
1996-03-13,0.0,0.0,1.9422624166666667,6.82023,-2.6371,0.1,44.8,27.29,35.53,0.0
1996-03-14,0.0025472651550500006,0.0,6.947605833333333,12.1521,3.18352,0.2,59.22,37.59,45.83,0.0
1996-03-15,0.3739900478993987,0.04590417833155001,0.6911114375,3.66792,-0.502878,0.4,36.56,28.32,31.41,0.0
1996-03-16,0.0356456777132225,0.0016754912919039167,0.3870210125,2.91783,-1.73763,0.2,36.56,27.29,30.38,0.0
1996-03-17,0.0009544214208991,0.0,1.3178728333333332,5.5314,-0.791295,0.0,39.65,29.35,33.47,0.0
1996-03-18,0.0,0.0,3.956086125,7.30871,0.41914,0.2,55.1,33.47,43.77,0.0
1996-03-19,0.538455104545127,0.00025310873247916667,2.253065708333333,4.38223,0.181758,0.4,40.68,30.38,32.44,0.0
1996-03-20,0.0064229472085471,0.0019015111268810708,0.8333109583333332,3.83485,-0.866534,0.0,38.62,27.29,32.44,0.0
1996-03-21,0.027465307272202803,8.255171780625e-05,1.8570393258333333,5.07226,-0.647829,0.3,48.92,29.35,35.53,0.0
1996-03-22,0.1472592149923741,0.0012291912805608336,-0.227186875,1.8647,-2.35976,0.7,32.44,28.32,29.35,0.3
1996-03-23,0.0306100033404165,0.00040825957085374997,-0.7872796875,2.94146,-5.52293,0.2,35.53,26.26,29.35,0.5
1996-03-24,0.0,7.52903949875e-05,-6.912955833333332,-3.78625,-9.60758,0.1,39.65,22.14,27.29,0.7
1996-03-25,0.0,0.0,-2.7701951716666664,3.02614,-10.8001,0.0,47.89,20.08,31.41,0.8
1996-03-26,2.2363752233900003e-05,0.0,0.0896446958333333,4.06238,-4.35385,0.0,43.77,26.26,33.47,0.4
1996-03-27,0.0,0.0,-2.4285965708333332,1.27367,-5.41607,0.0,38.62,25.23,30.38,0.3
1996-03-28,0.0,0.0,-2.31110595,2.56821,-7.62771,0.0,40.68,24.2,32.44,0.3
1996-03-29,0.3154621758219239,0.12063234680153709,-2.4966638540833332,1.81658,-5.77054,1.3,30.38,25.23,26.26,0.0
1996-03-30,0.011931961246405201,0.236957214571,-0.9155227083333334,2.4374,-3.21498,0.0,38.62,25.23,29.35,1.3
1996-03-31,0.845117875261044,0.08583055832354208,1.446097375,3.49323,-2.52788,0.4,42.74,28.32,34.5,1.3
1996-04-01,1.60789365960069,0.008717688434583334,3.3353959583333332,4.90206,-0.905247,1.3,43.77,29.35,35.53,1.7
1996-04-02,0.2177474466386758,0.2844263346925,-0.7174944999999999,2.24302,-2.97711,0.2,42.74,24.2,29.35,1.5
1996-04-03,0.0147171745220731,0.04939791873522917,1.7068512083333331,5.85277,-2.65775,0.0,47.89,26.26,34.5,1.5
1996-04-04,0.0,0.0,4.601067958333333,8.21019,0.483755,0.2,57.16,35.53,45.83,1.4
1996-04-05,0.0065529292078712,0.0,8.231766666666667,13.1334,4.39962,0.0,60.25,43.77,50.98,0.9
1996-04-06,0.1145817671103413,0.0,9.23058125,12.9406,6.57317,1.4,48.92,40.68,44.8,0.3
1996-04-07,0.0003428266418192,0.0,11.748842916666668,15.9836,8.28848,0.0,68.49,46.86,55.1,0.0
1996-04-08,0.015598732832759999,0.0,11.551213333333335,14.9285,8.25759,0.0,62.31,46.86,53.04,0.0
1996-04-09,0.7129789283154999,0.0,6.797522916666666,9.2993,4.32381,0.5,48.92,36.56,42.74,0.0
1996-04-10,0.15709560140638212,0.0,3.0561016666666667,5.36334,1.77684,0.6,37.59,32.44,34.5,0.0
1996-04-11,0.6828658301646721,3.18297415975e-05,2.837187866666667,7.44017,-0.0167641,0.7,39.65,30.38,33.47,0.0
1996-04-12,1.610764617056518,0.23664298211784998,0.6360072625000001,2.89918,-0.718496,0.8,35.53,29.35,30.38,0.0
1996-04-13,0.0420187539893275,0.018673860149495833,2.716406041666666,5.98724,0.562947,0.6,50.98,30.38,37.59,0.3
1996-04-14,0.08903195791975099,0.0,6.0417733333333326,8.73153,3.56179,0.0,59.22,40.68,47.89,0.2
1996-04-15,0.8331280391408666,0.0,6.4247258333333335,10.5449,4.32334,0.4,55.1,34.5,45.83,0.1
1996-04-16,0.740571929042484,0.0,3.7582504166666664,6.5569,1.72547,0.8,43.77,31.41,35.53,0.3
1996-04-17,0.12077507305314991,0.0,2.7409161666666666,6.63767,0.60013,0.7,45.83,29.35,33.47,0.1
1996-04-18,0.698338596000276,0.011034905893229167,1.5066682083333334,3.58457,0.124369,0.5,34.5,28.32,30.38,0.2
1996-04-19,0.37014055613563485,0.0,2.0199891666666665,5.29466,0.322127,0.4,49.95,28.32,33.47,0.6
1996-04-20,0.0533217629669648,0.0,2.3068005708333335,5.92377,0.0975717,0.6,49.95,28.32,35.53,0.5
1996-04-21,0.0,0.0,4.7585238,9.81956,-0.503651,0.0,53.04,29.35,40.68,0.2
1996-04-22,0.7899305526646303,0.0,4.334277916666667,5.73658,2.98806,0.4,43.77,36.56,38.62,0.2
