,prec_point,swq,tmean_point,tmax_point,tmin_point,prec_ref,swe,tmean_ref,tmax_ref,tmin_ref
1994-10-01,0.08695732490968601,0.0,8.855495,11.4019,4.802569999999999,0.0,0.0,7.683333333333333,9.972222222222225,2.5333333333333345
1994-10-02,0.0,0.0,6.586109166666666,12.7657,2.0066599999999997,0.0,0.0,4.249999999999999,7.683333333333333,0.8166666666666659
1994-10-03,0.0,0.0,7.909875416666668,14.4387,2.65563,0.0,0.0,7.111111111111111,15.122222222222224,1.961111111111112
1994-10-04,0.0,0.0,11.464692083333334,19.0292,5.619759999999999,0.0,0.0,8.827777777777778,16.266666666666666,4.822222222222221
1994-10-05,0.0066971768448199995,0.0,9.721803750000001,15.1789,5.86293,0.0,0.0,5.966666666666668,12.833333333333336,2.5333333333333345
1994-10-06,0.005943015807652001,0.0,6.257538750000001,11.1205,3.41071,0.0,0.0,4.822222222222221,7.683333333333333,2.5333333333333345
1994-10-07,0.0,0.0,9.22024083333333,15.1074,3.4838,0.0,0.0,7.111111111111111,16.266666666666666,1.961111111111112
1994-10-08,0.0,0.0,12.596265833333334,18.2978,8.743269999999999,0.0,0.0,11.116666666666665,21.416666666666668,7.683333333333333
1994-10-09,0.09965105459894202,0.0,7.838011250000002,10.1748,4.075080000000001,0.0,0.0,9.972222222222225,16.266666666666666,5.966666666666668
1994-10-10,0.052819097380564894,0.0,4.980918333333333,7.54113,3.5576,0.1,0.0,3.677777777777776,5.966666666666668,1.961111111111112
1994-10-11,0.006954778440617699,0.0,3.394531666666666,6.33345,1.51696,0.2,0.0,1.961111111111112,4.822222222222221,0.2444444444444432
1994-10-12,0.0,0.0,4.300905416666667,9.290410000000001,1.00844,0.0,0.0,3.1055555555555574,11.116666666666665,0.2444444444444432
1994-10-13,0.48008496790716,0.0,4.704488333333334,8.94241,1.04015,0.0,0.0,2.5333333333333345,8.255555555555555,-0.3277777777777777
1994-10-14,0.940891350207039,0.0,2.4973629166666664,4.55337,1.24936,1.7,0.0,1.3888888888888888,2.5333333333333345,0.2444444444444432
1994-10-15,0.014946397047427997,7.579137951e-06,3.275066038750001,7.76957,0.00705393,0.0,0.0,1.3888888888888888,4.822222222222221,-0.3277777777777777
1994-10-16,0.0,0.0,6.773699583333335,12.0241,3.13155,0.1,0.0,3.677777777777776,12.833333333333336,-0.3277777777777777
1994-10-17,0.010737929420526,0.0,4.052950000000001,5.45036,2.06282,0.0,0.0,3.1055555555555574,4.822222222222221,1.961111111111112
1994-10-18,9.190524647920001e-05,0.0,3.0756406666666667,7.085430000000001,-0.095216,0.0,0.0,3.677777777777776,9.4,1.961111111111112
1994-10-19,0.3375720611864524,0.0,2.166408166666667,5.09894,0.38508400000000004,0.2,0.0,2.5333333333333345,3.1055555555555574,0.8166666666666659
1994-10-20,1.53913845711857,0.0,3.972083333333334,6.14238,2.48175,3.1,0.0,3.677777777777776,5.394444444444446,1.3888888888888888
1994-10-21,0.6416724094950399,0.0,2.9657870833333337,4.970219999999999,1.67982,0.4,0.0,1.961111111111112,3.1055555555555574,0.8166666666666659
1994-10-22,0.09511348947149278,0.0,2.65671925,6.60951,-0.383524,0.3,0.0,1.961111111111112,5.394444444444446,-0.9000000000000006
1994-10-23,0.05842443304523979,0.0,5.653423749999999,10.6348,2.58061,0.0,0.0,3.677777777777776,8.827777777777778,1.3888888888888888
1994-10-24,1.9772057921e-05,0.0,8.204646666666667,13.1623,4.99576,0.3,0.0,7.111111111111111,16.266666666666666,2.5333333333333345
1994-10-25,0.33560483870683,0.0,9.353474166666667,15.684000000000001,5.62694,0.6,0.3,8.255555555555555,17.983333333333334,5.394444444444446
1994-10-26,3.08001224981989,0.0,7.390649166666669,8.39332,5.4330300000000005,2.6,0.6,4.822222222222221,7.111111111111111,2.5333333333333345
1994-10-27,0.55315827508326,0.0,4.005472958333333,5.72745,0.378641,2.4,0.5,1.3888888888888888,3.1055555555555574,-0.9000000000000006
1994-10-28,0.48911176805721995,0.11463541295295834,0.9233290666666667,2.1892,-0.621352,1.4,0.5,-0.9000000000000006,0.2444444444444432,-0.9000000000000006
1994-10-29,0.006005803243132001,0.024735171969190378,0.38563474999999997,3.4908,-1.76847,0.0,1.6,-0.3277777777777777,4.822222222222221,-1.4722222222222214
1994-10-30,0.4942793523437771,0.2948528039054675,0.3136139458333333,2.40224,-1.25425,0.7,1.5,-0.9000000000000006,0.2444444444444432,-1.4722222222222214
