,prec_point,swq,tmean_point,tmax_point,tmin_point,prec_ref,swe,tmean_ref,tmax_ref,tmin_ref
2006-11-30,0.6190246452967499,7.4735375002749995,-2.3143700000000003,-1.44129,-3.5382300000000004,1.0,13.9,-0.9000000000000006,0.2444444444444432,-1.4722222222222214
2006-12-01,0.17139790531072435,7.741001555466667,-4.637847083333333,-3.18074,-7.86827,0.2,14.9,-2.6166666666666667,0.2444444444444432,-5.477777777777778
2006-12-02,1.4461051116049999e-06,7.781862798004166,-4.816351666666667,-1.9464099999999998,-7.715439999999999,0.1,15.1,-2.6166666666666667,0.8166666666666659,-5.477777777777778
2006-12-03,0.00032518954568100004,7.755097691687502,-1.4370325833333333,-0.146351,-3.05815,0.1,15.2,0.8166666666666659,1.3888888888888888,-0.9000000000000006
2006-12-04,0.2094775564642761,7.828565579129167,-0.580647,0.447255,-1.67582,0.3,15.3,1.3888888888888888,1.961111111111112,0.8166666666666659
2006-12-05,0.0257670697409818,7.943486901029167,-1.6676767208333336,-0.0626093,-3.1858400000000002,0.0,15.6,1.3888888888888888,3.1055555555555574,0.2444444444444432
2006-12-06,0.012338229418545801,7.9428176093291665,1.3191932499999999,2.0366,0.12028299999999999,0.0,15.5,5.394444444444446,8.827777777777778,2.5333333333333345
2006-12-07,0.0026967409641133503,7.707676406237501,1.765960416666667,2.91831,1.08097,0.0,15.5,6.5388888888888905,8.827777777777778,5.394444444444446
2006-12-08,0.0,7.296667326024998,2.174880416666667,3.52679,1.48882,0.0,15.4,6.5388888888888905,8.255555555555555,4.822222222222221
2006-12-09,0.7552024713917915,7.051020867916666,0.6163481124999998,2.24405,-2.50009,0.7,15.4,3.1055555555555574,5.966666666666668,0.8166666666666659
2006-12-10,0.4596066945260638,7.154160687391668,-0.4414448,0.978967,-2.6842900000000003,0.8,16.1,1.961111111111112,3.677777777777776,0.2444444444444432
2006-12-11,1.6764255981827199,7.086839456812499,1.263633825,2.31213,-0.365904,1.1,16.4,1.961111111111112,3.1055555555555574,0.2444444444444432
2006-12-12,0.5509728020920818,6.986253772575,-0.7936120583333334,0.11364400000000001,-2.7078,0.5,16.3,0.2444444444444432,1.3888888888888888,-0.3277777777777777
2006-12-13,1.4859286646057706,6.596775215799999,0.5094259291666664,3.1634900000000004,-1.6429,1.0,16.4,1.3888888888888888,3.677777777777776,-0.3277777777777777
2006-12-14,3.0779069703365827,6.660871379020833,-0.04312983333333322,3.55649,-3.3878199999999996,1.5,16.3,1.3888888888888888,4.822222222222221,-1.4722222222222214
