Date,prec_point,swq,tmean_point,tmax_point,tmin_point,prec_ref,swe,tmean_ref,tmax_ref,tmin_ref
1995-08-30,0.0,0.0,16.760616666666667,23.3668,10.839,,65.4,48.92,53.04,0.0
1995-08-31,0.0,0.0,20.436604166666665,26.7431,14.5019,,72.61,48.92,61.28,0.0
1995-09-01,0.0,0.0,22.246779166666666,28.4751,17.4004,,78.79,58.19,67.46,0.0
1995-09-02,0.0,0.0,23.803887500000002,30.754,19.1987,,82.91,58.19,68.49,0.0
1995-09-03,0.000447605359817,0.0,21.178179166666666,27.0802,12.9154,,80.85,50.98,62.31,0.0
1995-09-04,0.0317496892708072,0.0,12.47995,16.9695,10.1289,,56.13,46.86,49.95,0.0
1995-09-05,0.2024255534829682,0.0,12.3460175,16.8814,9.53008,,56.13,44.8,47.89,0.0
1995-09-06,0.1356555878602771,0.0,13.795470833333333,19.4579,10.1223,,60.25,44.8,49.95,0.0
1995-09-07,0.0221381832538251,0.0,13.293275416666667,18.968,9.52911,,53.04,46.86,48.92,0.0
1995-09-08,0.0,0.0,17.173025,22.9064,11.6004,,65.4,47.89,56.13,0.0
1995-09-09,0.0,0.0,20.002279166666668,26.3735,14.6314,,73.64,55.1,62.31,0.0
1995-09-10,0.0,0.0,20.092241666666666,25.3577,15.2539,,71.58,53.04,60.25,0.0
1995-09-11,0.0,0.0,17.371933333333335,22.7582,12.4978,,65.4,49.95,56.13,0.0
1995-09-12,0.0,0.0,18.83727083333333,24.7487,14.3124,,68.49,50.98,58.19,0.0
1995-09-13,0.0,0.0,22.276879166666664,28.0998,17.3327,,78.79,53.04,65.4,0.0
1995-09-14,0.001610892602165,0.0,23.592966666666666,28.5298,19.723,,80.85,59.22,68.49,0.0
1995-09-15,0.0,0.0,21.985454166666667,26.9017,17.891,,76.73,57.16,64.37,0.0
1995-09-16,0.0,0.0,20.828279166666665,26.521,15.0135,,72.61,52.01,60.25,0.0
1995-09-17,1.9654301951900002e-05,0.0,15.1817625,20.1161,11.05,,52.01,47.89,49.95,0.0
1995-09-18,0.0008823705552199999,0.0,13.272517916666667,17.8832,8.88081,,53.04,46.86,48.92,0.0
1995-09-19,0.0,0.0,16.24224583333333,21.2841,12.0672,,63.34,46.86,53.04,0.0
1995-09-20,0.0,0.0,16.9602125,23.5864,12.8822,,65.4,49.95,57.16,0.0
1995-09-21,0.0,0.0,16.3599375,24.3848,10.3971,,69.52,46.86,57.16,0.0
1995-09-22,0.0,0.0,19.607879166666667,27.0488,13.6097,,76.73,55.1,62.31,0.0
1995-09-23,0.0,0.0,20.854558333333333,26.6276,16.3091,,74.67,57.16,63.34,0.0
1995-09-24,0.018696737261587,0.0,18.465391666666665,24.9519,13.2258,,73.64,49.95,59.22,0.0
1995-09-25,0.09387673561466969,0.0,12.677258333333334,15.8249,10.1676,,53.04,44.8,47.89,0.0
1995-09-26,0.19175507925634827,0.0,11.10283125,14.2859,9.27453,,53.04,43.77,46.86,0.0
1995-09-27,2.44917035404734,0.0,10.822341666666667,12.5403,10.0334,,47.89,43.77,45.83,0.0
